"PRESTATAIRE","TYPE","ZONE_GEO","LIGNES","VISITES","PATIENTS","DEPENSES_TOTALES","FRAIS_REELS","REJETS_TOTAL","COUT_MOYEN_VISITE","COUT_MOYEN_PATIENT","TAUX_REJET","FREQUENCE_BRUTE","PART_CHRONIQUES","MEDIANE_COUT_VISITE","MEDIANE_FREQUENCE","MEDIANE_REJET","INDICE_COUT","INDICE_FREQUENCE","INDICE_REJET","PROFIL_RISQUE","INDICE_COUT_AJUSTE","INDICE_FREQ_AJUSTE","LIFT_RADIO","LIFT_LABO","LIFT_MULTI","FLAG_DEMANDE_INDUITE","SCORE_COUT","SCORE_FREQ","SCORE_ACTES","SCORE_REJET","SCORE_ANOMALIE_BRUT","SCORE_ANOMALIE","VOL_PERCENTILE","SCORE_ECONOMIE","SCORE_SAIN","SCORE_RESEAU_BRUT","SCORE_RESEAU","DECISION"
"PHARMACIE INDEPENDANCE - TIEBISSOU","Pharmacie","HORS-ABIDJAN",2,2,2,16215,16215,0,8107.5,8107.5,0,1,0.5,13117.5,1.17391304347826,0.0106522874796592,0.154685365188415,0.0738894347796492,0,"Économique",0.154685365188415,0.0738894347796492,1,1,1,0,0.0773426825942075,0.0369447173898246,0.333333333333333,0,0.13428621999521,13.428621999521,0.139902014153511,0.922657317405792,0.86571378000479,0.743328841794935,74.3328841794935,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE J-LOG","Pharmacie","HORS-ABIDJAN",31,30,22,653365,632005,21360,21778.8333333333,29698.4090909091,0.0337972009715113,1.36363636363636,0,13117.5,1.17391304347826,0.0106522874796592,0.508530175802324,0.111259507424846,3.17276463257755,"Économique",0.508530175802324,0.111259507424846,1,1,1,0,0.254265087901162,0.055629753712423,0.333333333333333,1,0.292968452484076,29.2968452484076,0.676646706586826,0.745734912098838,0.707031547515924,0.71643592516327,71.643592516327,"CONSERVER"
"PHARMACIE JEAN PIERRE","Pharmacie","ABIDJAN",9,9,7,92900,91030,1870,10322.2222222222,13271.4285714286,0.0205426782379435,1.28571428571429,0,13117.5,1.17391304347826,0.0106522874796592,0.241021243011364,0.104901821286283,1.92847576421218,"Économique",0.241021243011364,0.104901821286283,1,1,1,0,0.120510621505682,0.0524509106431417,0.333333333333333,0.964237882106089,0.248312247855256,24.8312247855256,0.367446924333152,0.879489378494318,0.751687752144744,0.725960237122255,72.5960237122255,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE JULES VERNE","Pharmacie","ABIDJAN",47,45,37,549450,525100,24350,12210,14850,0.0463721195962674,1.21621621621622,0.127659574468085,13117.5,1.17391304347826,0.0106522874796592,0.271591615401779,0.0981258496340741,4.35325461172693,"Économique",0.271591615401779,0.0981258496340741,1,1,1,0,0.135795807700889,0.0490629248170371,0.333333333333333,1,0.255457619755378,25.5457619755378,0.647795318454001,0.864204192299111,0.744542380244622,0.773057692708293,77.3057692708293,"PRIVILÉGIER"
"PHARMACIE JULES VERNES","Pharmacie","ABIDJAN",1,1,1,2650,2650,0,2650,2650,0,1,0,13117.5,1.17391304347826,0.0106522874796592,0.0618768207300434,0.0815903054448871,0,"Économique",0.0618768207300434,0.0815903054448871,1,1,1,0,0.0309384103650217,0.0407951527224436,0.333333333333333,0,0.12152006892624,12.152006892624,0.00816548720740337,0.969061589634978,0.87847993107376,0.740649705724976,74.0649705724976,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE K. BOILOT","Pharmacie","HORS-ABIDJAN",1,1,1,10090,10090,0,10090,10090,0,1,1,13117.5,1.17391304347826,0.0106522874796592,0.162745435823314,0.067516879219805,0,"Économique",0.162745435823314,0.067516879219805,1,1,1,0,0.0813727179116569,0.0337584396099025,0.333333333333333,0,0.134539347256468,13.4539347256468,0.0789330430048993,0.918627282088343,0.865460652743532,0.72942178253373,72.942178253373,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE KABOD","Pharmacie","ABIDJAN",34,32,27,453775,442425,11350,14180.46875,16806.4814814815,0.0256540656608465,1.18518518518519,0,13117.5,1.17391304347826,0.0106522874796592,0.331110310457257,0.0966996212680144,2.40831518205208,"Économique",0.331110310457257,0.0966996212680144,1,1,1,0,0.165555155228629,0.0483498106340072,0.333333333333333,1,0.264171489758791,26.4171489758791,0.619488296135003,0.834444844771371,0.735828510241209,0.752007001232033,75.2007001232033,"PRIVILÉGIER"
"PHARMACIE KAHIRA","Pharmacie","ABIDJAN",132,128,79,2063121,2063121,0,16118.1328125,26115.4556962025,0,1.62025316455696,0.00757575757575758,13117.5,1.17391304347826,0.0106522874796592,0.375042637211103,0.131849064202147,0,"Économique",0.375042637211103,0.131849064202147,1,1,1,0,0.187521318605552,0.0659245321010735,0.333333333333333,0,0.176033755211988,17.6033755211988,0.857376156777354,0.812478681394448,0.823966244788013,0.826053201828455,82.6053201828455,"PRIVILÉGIER"
"PHARMACIE KAMON N'SIO","Pharmacie","ABIDJAN",71,70,54,893288,873506,19782,12761.2571428571,16542.3703703704,0.022646667567252,1.2962962962963,0,13117.5,1.17391304347826,0.0106522874796592,0.29797208321455,0.105765210761891,2.12599102404027,"Économique",0.29797208321455,0.105765210761891,1,1,1,0,0.148986041607275,0.0528826053809454,0.333333333333333,1,0.260560594096466,26.0560594096466,0.7408818726184,0.851013958392725,0.739439405903534,0.784357720242184,78.4357720242184,"PRIVILÉGIER"
"PHARMACIE KELIAM","Pharmacie","ABIDJAN",10,10,9,158725,158725,0,15872.5,17636.1111111111,0,1.11111111111111,0,13117.5,1.17391304347826,0.0106522874796592,0.370618806429288,0.0906558949387635,0,"Économique",0.370618806429288,0.0906558949387635,1,1,1,0,0.185309403214644,0.0453279474693817,0.333333333333333,0,0.169191205205208,16.9191205205208,0.439303211758302,0.814690596785356,0.830808794794792,0.74606039898372,74.606039898372,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE KENEYA - YOPOUGON","Pharmacie","ABIDJAN",162,155,80,6289073,6197117,91956,40574.664516129,78613.4125,0.0148385128116832,1.9375,0.0185185185185185,13117.5,1.17391304347826,0.0106522874796592,0.939269945409484,0.156855140479882,1.39298839240095,"Standard",0.939269945409484,0.156855140479882,1,1,1,0,0.469634972704742,0.0784275702399409,0.333333333333333,0.696494196200477,0.334068182503452,33.4068182503452,0.955362003266195,0.530365027295258,0.665931817496548,0.669591138569961,66.9591138569961,"CONSERVER"
"PHARMACIE KHIANELLY","Pharmacie","HORS-ABIDJAN",8,8,5,123730,117210,6520,15466.25,24746,0.0556266530159543,1.6,0,13117.5,1.17391304347826,0.0106522874796592,0.361132973062654,0.130544488711819,5.22203828259187,"Économique",0.361132973062654,0.130544488711819,1,1,1,0,0.180566486531327,0.0652722443559097,0.333333333333333,1,0.273751619266171,27.3751619266171,0.403375068045727,0.819433513468673,0.726248380733829,0.698947771290146,69.8947771290146,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE KINNINYA DIVO","Pharmacie","HORS-ABIDJAN",5,4,4,79290,73050,6240,19822.5,19822.5,0.0854209445585216,1,0,13117.5,1.17391304347826,0.0106522874796592,0.46285029393256,0.0815903054448871,8.01902358734076,"Économique",0.46285029393256,0.0815903054448871,1,1,1,0,0.23142514696628,0.0407951527224436,0.333333333333333,1,0.281666089906617,28.1666089906617,0.344583560152422,0.76857485303372,0.718333910093383,0.663680217281326,66.3680217281325,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE KOKO","Pharmacie","HORS-ABIDJAN",22,20,13,463450,429795,33654.9999999999,23172.5,35650,0.0783047732058304,1.53846153846154,0,13117.5,1.17391304347826,0.0106522874796592,0.541071935232804,0.125523546838288,7.35098197033787,"Économique",0.541071935232804,0.125523546838288,1,1,1,0,0.270535967616402,0.0627617734191439,0.333333333333333,1,0.299989322310664,29.9989322310664,0.623843222645618,0.729464032383598,0.700010677689336,0.696558528558297,69.6558528558297,"CONSERVER"
"PHARMACIE KORALIE","Pharmacie","ABIDJAN",58,56,47,1056235,1039225,17010,18861.3392857143,22473.085106383,0.0163679665135077,1.19148936170213,0,13117.5,1.17391304347826,0.0106522874796592,0.440407437626667,0.0972139809556102,1.5365682295716,"Économique",0.440407437626667,0.0972139809556102,1,1,1,0,0.220203718813333,0.0486069904778051,0.333333333333333,0.768284114785802,0.257471624265922,25.7471624265922,0.764289602612956,0.779796281186667,0.742528375734078,0.761787783290889,76.1787783290889,"PRIVILÉGIER"
"PHARMACIE KORO","Pharmacie","ABIDJAN",8,7,4,157987,143805,14182,22569.5714285714,39496.75,0.0986196585654184,1.75,0,13117.5,1.17391304347826,0.0106522874796592,0.526993707637594,0.142783034528552,9.25807332497694,"Économique",0.526993707637594,0.142783034528552,1,1,1,0,0.263496853818797,0.0713915172642762,0.333333333333333,1,0.300466511324922,30.0466511324922,0.438214480130648,0.736503146181203,0.699533488675078,0.662057549968642,66.2057549968642,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE KOWEIT MARCHE","Pharmacie","ABIDJAN",6,6,4,52340,50190,2150,8723.33333333333,13085,0.0428372185694361,1.5,0,13117.5,1.17391304347826,0.0106522874796592,0.203687597296256,0.122385458167331,4.02141029813877,"Économique",0.203687597296256,0.122385458167331,1,1,1,0,0.101843798648128,0.0611927290836653,0.333333333333333,1,0.248910958319538,24.8910958319538,0.291235710397387,0.898156201351872,0.751089041680462,0.717945239292411,71.7945239292411,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE L'EMMANUEL","Pharmacie","ABIDJAN",8,8,6,140715,137335,3380,17589.375,23452.5,0.024611351803983,1.33333333333333,0,13117.5,1.17391304347826,0.0106522874796592,0.410707397595663,0.108787073926516,2.31042880235621,"Économique",0.410707397595663,0.108787073926516,1,1,1,0,0.205353698797831,0.0543935369632581,0.333333333333333,1,0.277924170728327,27.7924170728327,0.424605334784976,0.794646301202169,0.722075829271673,0.691609919146532,69.1609919146532,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LA BENEDICTION","Pharmacie","ABIDJAN",15,15,8,185299,176880,8419,12353.2666666667,23162.375,0.0475972410673903,1.875,0,13117.5,1.17391304347826,0.0106522874796592,0.288445610175001,0.152981822709163,4.46826478897406,"Économique",0.288445610175001,0.152981822709163,1,1,1,0,0.144222805087501,0.0764909113545817,0.333333333333333,1,0.266214114932625,26.6214114932625,0.462166575939031,0.855777194912499,0.733785885067375,0.728258547179756,72.8258547179756,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LA MAISON BLANCHE","Pharmacie","ABIDJAN",63,59,40,1517498,1444465,73033,25720.3050847458,37937.45,0.0505605881762452,1.475,0,13117.5,1.17391304347826,0.0106522874796592,0.600562530887108,0.120345700531208,4.74645359250696,"Économique",0.600562530887108,0.120345700531208,1,1,1,0,0.300281265443554,0.0601728502656042,0.333333333333333,1,0.308136234712748,30.8136234712748,0.817093086554164,0.699718734556446,0.691863765287252,0.720051617248312,72.0051617248312,"CONSERVER"
"PHARMACIE LA PAIX","Pharmacie","ABIDJAN",63,62,45,709184,677114,32070,11438.4516129032,15759.6444444444,0.0473627779074129,1.37777777777778,0.0158730158730159,13117.5,1.17391304347826,0.0106522874796592,0.265170327919837,0.111895004406225,4.44625419637363,"Économique",0.265170327919837,0.111895004406225,1,1,1,0,0.132585163959918,0.0559475022031125,0.333333333333333,1,0.256559799848909,25.6559799848909,0.69352204681546,0.867414836040082,0.743440200151091,0.783046423839561,78.3046423839561,"PRIVILÉGIER"
"PHARMACIE LA PIERRE D'ANGLE DE KOTOBI","Pharmacie","HORS-ABIDJAN",2,2,1,19154,17269,1885,9577,19154,0.109155133476171,2,0,13117.5,1.17391304347826,0.0106522874796592,0.22362049514401,0.163180610889774,10.2471073639916,"Économique",0.22362049514401,0.163180610889774,1,1,1,0,0.111810247572005,0.0815903054448871,0.333333333333333,1,0.258020165905068,25.8020165905068,0.166575939031029,0.888189752427995,0.741979834094932,0.685383022415377,68.5383022415377,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LA PROVIDENCE","Pharmacie","ABIDJAN",2,2,2,45285,45285,0,22642.5,22642.5,0,1,0,13117.5,1.17391304347826,0.0106522874796592,0.528696571086795,0.0815903054448871,0,"Économique",0.528696571086795,0.0815903054448871,1,1,1,0,0.264348285543398,0.0407951527224436,0.333333333333333,0,0.191543031479752,19.1543031479752,0.273816004354927,0.735651714456602,0.808456968520248,0.672406674061725,67.2406674061725,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LA REDEMPTION","Pharmacie","ABIDJAN",26,24,17,310231,304695,5536,12926.2916666667,18248.8823529412,0.0181689886607919,1.41176470588235,0,13117.5,1.17391304347826,0.0106522874796592,0.301825597042486,0.115186313569252,1.70564197553681,"Économique",0.301825597042486,0.115186313569252,1,1,1,0,0.150912798521243,0.0575931567846262,0.333333333333333,0.852820987768407,0.247833885368601,24.7833885368601,0.553075666848122,0.849087201478757,0.752166114631399,0.751116459813687,75.1116459813687,"PRIVILÉGIER"
"PHARMACIE LA VIE","Pharmacie","ABIDJAN",23,23,12,204536,204445,91,8892.86956521739,17044.6666666667,0.000445107486120962,1.91666666666667,0,13117.5,1.17391304347826,0.0106522874796592,0.207646224853817,0.156381418769367,0.0417851552514806,"Économique",0.207646224853817,0.156381418769367,1,1,1,0,0.103823112426909,0.0781907093846835,0.333333333333333,0.0208925776257403,0.156693404306052,15.6693404306052,0.479041916167665,0.896176887573091,0.843306595693948,0.791601776540349,79.1601776540349,"PRIVILÉGIER"
"PHARMACIE LA VIERGE DU SIGNE","Pharmacie","ABIDJAN",11,10,7,139830,139830,0,13983,19975.7142857143,0,1.42857142857143,0,13117.5,1.17391304347826,0.0106522874796592,0.326499465761584,0.116557579206982,0,"Économique",0.326499465761584,0.116557579206982,1,1,1,0,0.163249732880792,0.0582787896034908,0.333333333333333,0,0.166458556745285,16.6458556745285,0.421883505715841,0.836750267119208,0.833541443254715,0.752493385292738,75.2493385292738,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LAFIA","Pharmacie","HORS-ABIDJAN",3,3,2,29590,29590,0,9863.33333333333,14795,0,1.5,0.666666666666667,13117.5,1.17391304347826,0.0106522874796592,0.177372182215723,0.110834152169474,0,"Économique",0.177372182215723,0.110834152169474,1,1,1,0,0.0886860911078614,0.0554170760847369,0.333333333333333,0,0.143230950157779,14.3230950157779,0.213391399020142,0.911313908892139,0.85676904984222,0.749911463297772,74.9911463297772,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LAGOMA","Pharmacie","ABIDJAN",1,1,1,23190,23190,0,23190,23190,0,1,0,13117.5,1.17391304347826,0.0106522874796592,0.541480555747059,0.0815903054448871,0,"Économique",0.541480555747059,0.0815903054448871,1,1,1,0,0.270740277873529,0.0407951527224436,0.333333333333333,0,0.193460629178792,19.3460629178792,0.188350571584105,0.729259722126471,0.806539370821208,0.651989751495892,65.1989751495892,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LAOULO","Pharmacie","ABIDJAN",112,110,67,1751727,1690013,61714,15924.7909090909,26145.1791044776,0.0365168788642454,1.64179104477612,0.00892857142857143,13117.5,1.17391304347826,0.0106522874796592,0.370332690035968,0.133538781553335,3.42807861071862,"Économique",0.370332690035968,0.133538781553335,1,1,1,0,0.185166345017984,0.0667693907766674,0.333333333333333,1,0.275580720738395,27.5580720738395,0.836690255851932,0.814833654982016,0.724419279261605,0.783039224867835,78.3039224867835,"PRIVILÉGIER"
"PHARMACIE LAS PALMAS","Pharmacie","ABIDJAN",68,67,41,872696,872500,196,13025.3134328358,21285.2682926829,0.000224641833810888,1.63414634146341,0.102941176470588,13117.5,1.17391304347826,0.0106522874796592,0.290548843759798,0.131988446543576,0.0210886003818286,"Économique",0.290548843759798,0.131988446543576,1,1,1,0,0.145274421879899,0.0659942232717879,0.333333333333333,0.0105443001909143,0.164435023564598,16.4435023564598,0.735438214480131,0.854725578120101,0.835564976435403,0.823203864718228,82.3203864718228,"PRIVILÉGIER"
"PHARMACIE LATRILLE","Pharmacie","ABIDJAN",123,117,92,1516030,1491015,25015,12957.5213675214,16478.5869565217,0.0167771618662455,1.27173913043478,0.00813008130081301,13117.5,1.17391304347826,0.0106522874796592,0.301401611724345,0.103527024405107,1.57498207763186,"Économique",0.301401611724345,0.103527024405107,1,1,1,0,0.150700805862173,0.0517635122025534,0.333333333333333,0.787491038815931,0.239488399301011,23.9488399301011,0.816548720740337,0.849299194137827,0.760511600698989,0.807234062082794,80.7234062082794,"PRIVILÉGIER"
"PHARMACIE LE BELIER","Pharmacie","ABIDJAN",79,76,44,1131359,1105186,26173,14886.3026315789,25712.7045454545,0.0236819865615381,1.72727272727273,0,13117.5,1.17391304347826,0.0106522874796592,0.347591350666937,0.140928709404805,2.2231831995484,"Économique",0.347591350666937,0.140928709404805,1,1,1,0,0.173795675333469,0.0704643547024025,0.333333333333333,1,0.273278009010761,27.3278009010761,0.777354382144801,0.826204324666531,0.726721990989239,0.776641402691268,77.6641402691268,"PRIVILÉGIER"
"PHARMACIE LE BELIER - YAKRO","Pharmacie","HORS-ABIDJAN",10,10,5,103280,98740,4540,10328,20656,0.0459793396799676,2,0,13117.5,1.17391304347826,0.0106522874796592,0.241156152641467,0.163180610889774,4.316381788209,"Économique",0.241156152641467,0.163180610889774,1,1,1,0,0.120578076320734,0.0815903054448871,0.333333333333333,1,0.260650514529686,26.0650514529686,0.37996733805117,0.879421923679266,0.739349485470314,0.723502031270066,72.3502031270066,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LE CATLEYAS","Pharmacie","ABIDJAN",1,1,1,16105,16105,0,16105,16105,0,1,0,13117.5,1.17391304347826,0.0106522874796592,0.376047621832962,0.0815903054448871,0,"Économique",0.376047621832962,0.0815903054448871,1,1,1,0,0.188023810916481,0.0407951527224436,0.333333333333333,0,0.168645689091677,16.8645689091677,0.139357648339684,0.811976189083519,0.831354310908323,0.685203729664674,68.5203729664674,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LE JOURDAIN","Pharmacie","ABIDJAN",25,24,14,206230,203130,3100,8592.91666666667,14730.7142857143,0.0152611628021464,1.71428571428571,0,13117.5,1.17391304347826,0.0106522874796592,0.20064240155907,0.139869095048378,1.43266531543464,"Économique",0.20064240155907,0.139869095048378,1,1,1,0,0.100321200779535,0.069934547524189,0.333333333333333,0.716332657717321,0.222709990262849,22.2709990262849,0.481219379422972,0.899678799220465,0.777290009737151,0.767031399467641,76.7031399467641,"PRIVILÉGIER"
"PHARMACIE LE LABELLE - ANYAMA","Pharmacie","ABIDJAN",27,27,12,286395,281190,5205,10607.2222222222,23866.25,0.0185106155979942,2.25,0,13117.5,1.17391304347826,0.0106522874796592,0.247675919957802,0.183578187250996,1.7377127338462,"Économique",0.247675919957802,0.183578187250996,1,1,1,0,0.123837959978901,0.091789093625498,0.333333333333333,0.868856366923102,0.25157375277363,25.157375277363,0.535655960805661,0.876162040021099,0.74842624722637,0.75696650706012,75.696650706012,"PRIVILÉGIER"
"PHARMACIE LE LOTUS","Pharmacie","ABIDJAN",49,48,29,783020,776160,6860,16312.9166666667,27000.6896551724,0.00883838383838384,1.6551724137931,0,13117.5,1.17391304347826,0.0106522874796592,0.380902422704706,0.13504602280533,0.829716983817886,"Économique",0.380902422704706,0.13504602280533,1,1,1,0,0.190451211352353,0.0675230114026652,0.333333333333333,0.414858491908943,0.2188781160174,21.88781160174,0.713663581927055,0.809548788647647,0.7811218839826,0.77900098543751,77.900098543751,"PRIVILÉGIER"
"PHARMACIE LE REEL","Pharmacie","HORS-ABIDJAN",1,1,1,24750,24750,0,24750,24750,0,1,0,13117.5,1.17391304347826,0.0106522874796592,0.577906155874933,0.0815903054448871,0,"Économique",0.577906155874933,0.0815903054448871,1,1,1,0,0.288953077937467,0.0407951527224436,0.333333333333333,0,0.198924469197973,19.8924469197973,0.195427327163854,0.711046922062533,0.801075530802027,0.643934446578595,64.3934446578595,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LE TREFLE","Pharmacie","ABIDJAN",5538,5268,1062,88742998.3333333,87615768,1127230.33333333,16845.6716654012,83562.1453232894,0.0128656103697377,4.96045197740113,0.00794510653665583,13117.5,1.17391304347826,0.0106522874796592,0.391976464911593,0.403773788005633,1.2077791173309,"Économique",0.391976464911593,0.403773788005633,1,1,1,0,0.195988232455796,0.201886894002817,0.333333333333333,0.603889558665448,0.279751493804129,27.9751493804129,0.998911268372346,0.804011767544204,0.720248506195871,0.809486363170499,80.9486363170499,"PRIVILÉGIER"
"PHARMACIE LEANA","Pharmacie","HORS-ABIDJAN",75,71,34,1256257,1219295,36962,17693.7605633803,36948.7352941177,0.0303142389659598,2.08823529411765,0,13117.5,1.17391304347826,0.0106522874796592,0.41314477374362,0.170379755487853,2.8457961751263,"Économique",0.41314477374362,0.170379755487853,1,1,1,0,0.20657238687181,0.0851898777439263,0.333333333333333,1,0.287528679384721,28.7528679384721,0.789330430048993,0.79342761312819,0.712471320615279,0.760225659507186,76.0225659507186,"PRIVILÉGIER"
"PHARMACIE LES 4 SAISONS","Pharmacie","ABIDJAN",23,23,19,300703,291265,9438,13074.0434782609,15826.4736842105,0.0324034813657666,1.21052631578947,0,13117.5,1.17391304347826,0.0106522874796592,0.305275563970242,0.098767211854337,3.04192704408719,"Économique",0.305275563970242,0.098767211854337,1,1,1,0,0.152637781985121,0.0493836059271685,0.333333333333333,1,0.260606416373687,26.0606416373687,0.548720740337507,0.847362218014879,0.739393583626313,0.744446468723978,74.4446468723978,"CONSERVER"
"PHARMACIE LES 7 COLONNES","Pharmacie","ABIDJAN",12,12,12,159885,155655,4230,13323.75,13323.75,0.0271754842440012,1,0,13117.5,1.17391304347826,0.0106522874796592,0.311106147246006,0.0815903054448871,2.55114071000182,"Économique",0.311106147246006,0.0815903054448871,1,1,1,0,0.155553073623003,0.0407951527224436,0.333333333333333,1,0.258904467903634,25.8904467903634,0.441480675013609,0.844446926376997,0.741095532096366,0.722513118392067,72.2513118392067,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LES ARCADES","Pharmacie","ABIDJAN",2,2,2,24235,24235,0,12117.5,12117.5,0,1,0,13117.5,1.17391304347826,0.0106522874796592,0.282940518942,0.0815903054448871,0,"Économique",0.282940518942,0.0815903054448871,1,1,1,0,0.141470259471,0.0407951527224436,0.333333333333333,0,0.154679623658033,15.4679623658033,0.193249863908547,0.858529740529,0.845320376341967,0.720190019530096,72.0190019530096,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LES ARUMS","Pharmacie","ABIDJAN",230,220,149,2930445,2866335,64110,13320.2045454545,19667.4161073825,0.0223665412451789,1.47651006711409,0.00869565217391304,13117.5,1.17391304347826,0.0106522874796592,0.309762759794321,0.120132788597709,2.09969373131249,"Économique",0.309762759794321,0.120132788597709,1,1,1,0,0.15488137989716,0.0600663942988544,0.333333333333333,1,0.264484332258804,26.4484332258804,0.896570495372891,0.84511862010284,0.735515667741196,0.811567814212192,81.1567814212192,"PRIVILÉGIER"
"PHARMACIE LES BEATITUDES - SAN PEDRO","Pharmacie","HORS-ABIDJAN",9,9,7,118956,117030,1926,13217.3333333333,16993.7142857143,0.0164573186362471,1.28571428571429,0,13117.5,1.17391304347826,0.0106522874796592,0.308621345356941,0.104901821286283,1.54495629860467,"Économique",0.308621345356941,0.104901821286283,1,1,1,0,0.15431067267847,0.0524509106431417,0.333333333333333,0.772478149302335,0.239276289926717,23.9276289926717,0.397931409907458,0.84568932732153,0.760723710073283,0.722151496939417,72.2151496939417,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LES BEATITUDES - YOPOUGON","Pharmacie","ABIDJAN",21,20,19,342571,300950,41621,17128.55,18030.0526315789,0.138298720717727,1.05263157894737,0,13117.5,1.17391304347826,0.0106522874796592,0.399947251968145,0.0858845320472496,12.9830067937814,"Économique",0.399947251968145,0.0858845320472496,1,1,1,0,0.199973625984073,0.0429422660236248,0.333333333333333,1,0.272874767602309,27.2874767602309,0.568317909635275,0.800026374015927,0.727125232397691,0.724524224492502,72.4524224492502,"CONSERVER"
"PHARMACIE LES CATLEYAS","Pharmacie","ABIDJAN",100,98,71,1196657,1190235,6422,12210.7857142857,16854.323943662,0.0053955731431188,1.38028169014085,0.01,13117.5,1.17391304347826,0.0106522874796592,0.283822248370524,0.112287947718057,0.506517792861091,"Économique",0.283822248370524,0.112287947718057,1,1,1,0,0.141911124185262,0.0561439738590286,0.333333333333333,0.253258896430545,0.184742419056342,18.4742419056342,0.784975503538378,0.858088875814738,0.815257580943658,0.826333683411034,82.6333683411034,"PRIVILÉGIER"
"PHARMACIE LES COLOMBES","Pharmacie","ABIDJAN",8,7,4,68617,68617,1.13686837721616e-13,9802.42857142857,17154.25,1.65683194720865e-18,1.75,0,13117.5,1.17391304347826,0.0106522874796592,0.228884194503148,0.142783034528552,1.55537667413916e-16,"Économique",0.228884194503148,0.142783034528552,1,1,1,0,0.114442097251574,0.0713915172642762,0.333333333333333,7.7768833706958e-17,0.155750084354755,15.5750084354755,0.329885683179096,0.885557902748426,0.844249915645245,0.757900263993288,75.7900263993288,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LES ELIAS","Pharmacie","ABIDJAN",5,5,5,43740,43740,0,8748,8748,0,1,0,13117.5,1.17391304347826,0.0106522874796592,0.204263557640158,0.0815903054448871,0,"Économique",0.204263557640158,0.0815903054448871,1,1,1,0,0.102131778820079,0.0407951527224436,0.333333333333333,0,0.142878079462757,14.2878079462757,0.267827980402831,0.897868221179921,0.857121920537243,0.755561652767432,75.5561652767432,"SURVEILLER (FAIBLE VOLUME)"
"PHARMACIE LES ELYSEES","Pharmacie","ABIDJAN",32,31,21,404095,396065,8030,13035.3225806452,19242.619047619,0.0202744499009001,1.47619047619048,0,13117.5,1.17391304347826,0.0106522874796592,0.304371440936176,0.120442831847214,1.90329541327294,"Économique",0.304371440936176,0.120442831847214,1,1,1,0,0.152185720468088,0.0602214159236072,0.333333333333333,0.951647706636471,0.258886911581156,25.8886911581156,0.598802395209581,0.847814279531912,0.741113088418844,0.755331426222219,75.5331426222219,"PRIVILÉGIER"
"PHARMACIE LES HORTENSIAS","Pharmacie","ABIDJAN",56,54,46,704444,666305,38139,13045.2592592593,15314,0.057239552457208,1.17391304347826,0.0178571428571429,13117.5,1.17391304347826,0.0106522874796592,0.302099097639892,0.0953478671947578,5.37345171790646,"Économique",0.302099097639892,0.0953478671947578,1,1,1,0,0.151049548819946,0.0476739335973789,0.333333333333333,1,0.259617044725197,25.9617044725197,0.691888949373979,0.848950451180054,0.740382955274802,0.774111152456738,77.4111152456738,"PRIVILÉGIER"
"PHARMACIE LES JARDINS D'EDEN","Pharmacie","ABIDJAN",160,148,81,2279775,2129575,150200,15403.8851351351,28145.3703703704,0.0705305049129521,1.82716049382716,0.00625,13117.5,1.17391304347826,0.0106522874796592,0.358592142171944,0.148695932934177,6.62116048291336,"Économique",0.358592142171944,0.148695932934177,1,1,1,0,0.179296071085972,0.0743479664670886,0.333333333333333,1,0.276093211265918,27.6093211265918,0.871529667936854,0.820703928914028,0.723906788734082,0.792150220646615,79.2150220646615,"PRIVILÉGIER"
"PHARMACIE LES LAUREATS","Pharmacie","ABIDJAN",21,20,18,370612,338930,31682,18530.6,20589.5555555556,0.0934765290768005,1.11111111111111,0.0476190476190476,13117.5,1.17391304347826,0.0106522874796592,0.423212151244706,0.0896181019854406,8.77525407151247,"Économique",0.423212151244706,0.0896181019854406,1,1,1,0,0.211606075622353,0.0448090509927203,0.333333333333333,1,0.276924537984522,27.6924537984522,0.57974959172564,0.788393924377647,0.723075462015478,0.720537672902378,72.0537672902378,"CONSERVER"
