"CLASSE_AGE","SEXE","FILIATION","AFFECTION_CHR_NUM","ZONE_GEO","TYPE_CONTRAT","TAUX_COUVERTURE","ANNEE","pp_totale","pp_ic_low","pp_ic_high","se_pp_boot","pp_p75","pp_p90","cv_prime","chargement_75","chargement_90"
"4","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",28607.5457954163,25199.1655706448,30802.4066935349,2419.64740598399,30294.6483611766,30633.1539160822,0.0845807404552572,0.0589740405494913,0.0708067771752168
"5","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",33782.3811037896,32158.4431799916,35603.5203266451,1354.9688600836,34119.670360958,35108.903671416,0.0401087435465467,0.00998417654848338,0.0392666983286634
"6","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",25481.6191688514,24538.430877223,26581.4457961157,863.658877361374,25879.7214727789,26347.5376883368,0.0338934065232835,0.0156231164624787,0.0339820838600336
"7","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",27087.9566102118,25012.2870293007,28806.6120552028,1669.85916992412,28182.0620232766,28598.4287112274,0.0616458152954441,0.0403908433850775,0.0557617587310451
"8","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",36163.5290879239,34015.0347693096,37416.7858119217,1500.17994823245,37307.4061602292,37380.3259280242,0.0414832287132453,0.03163068155003,0.0336470712562913
"9","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",39332.1885683795,36128.9723973609,42903.7746914577,2664.42504236877,39732.4913993744,41846.6802607633,0.0677415912856371,0.0101774868260632,0.063929615511029
"10","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",111565.372619529,99621.2225589331,116458.912608578,7645.9653460289,116204.764889088,116374.196702081,0.0685334989388138,0.0415845182122992,0.0431031956389479
"1","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",56003.7483369861,50628.5961508707,59746.7311600706,3744.49298380893,58364.7232220741,59286.0618474051,0.0668614707943752,0.0421574440139541,0.0586088183003158
"2","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",44127.4638310608,40983.7964245078,46712.0772687243,2508.02870009903,46287.4785808485,46570.5443727657,0.056836003757226,0.0489494424165695,0.0553641730025119
"3","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",20531.257269862,19733.5751195474,22384.473095999,1187.93808356657,20456.8539462473,21741.9333794151,0.0578599774944302,-0.00362390488983633,0.0589674608641855
"4","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",19478.3261614638,17051.336441895,21551.9593715325,1814.14659074438,20495.5548276936,21199.8245235862,0.0931366779520056,0.0522236180767044,0.0883802000157613
"5","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",22509.442204679,21339.3421010651,23646.0719169923,1026.77422666423,23266.0723810151,23519.4054049999,0.0456152674654373,0.0336139016442993,0.0448684241545073
"6","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",17747.2585561903,17084.8933231763,18765.479551972,697.50655572599,17926.2031772562,18485.7207604001,0.0393022141147933,0.0100829443882417,0.041609931013946
"7","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",19163.399174916,17498.1125803958,20649.9264741425,1371.43395855091,20352.1192101124,20550.6573861325,0.0715652763913645,0.0620307506171662,0.0723910303466611
"8","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",26057.4864701682,24248.3768644267,27425.6134328118,1358.17930805289,27202.8595405215,27351.3621353817,0.0521224220765804,0.0439556237192967,0.0496546613079828
"9","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",27883.9934793408,25419.4757767477,29763.8998173562,1741.97073026407,28599.5446068731,29375.7814138618,0.0624720677672908,0.0256617162122941,0.0534997949854727
"10","M","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",78936.043146799,70523.7409750724,82510.2918928732,5400.41010315381,82051.1841446255,82357.2559767906,0.0684150090106563,0.0394641139033679,0.0433415800134426
"1","F","CONJOINT","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",77935.3348572822,69400.0025349372,83822.2855845943,6610.8456060626,82227.8977720205,83290.822980403,0.0848247539857063,0.0550785201936829,0.0687170733650912
